"Gene","adj.P.Val","adj.P.Val.1","adj.P.Val.2"
"TC19001992.hg.1:1",0.00363993766953537,1.42255489115273e-06,0.00153507037629051
"TC22000548.hg.1:1",0.00364117499793387,7.27679457848359e-17,1.22441388034696e-10
"TC02000905.hg.1:1",0.00364503896358436,1.93102044663004e-14,5.80211433274692e-08
"TC07001934.hg.1:1",0.00368375424123338,7.63163615767587e-12,2.51014991390659e-06
"TC0X000033.hg.1:1",0.00368427354453893,5.28791558708639e-09,7.38487926335003e-06
"TC03000329.hg.1:2",0.00368721259488016,3.34030161675844e-14,5.24317441669316e-09
"TC07001264.hg.1:1",0.00368721259488016,1.30745371384302e-20,1.26878130158622e-13
"TC6_apd_hap1000070.hg.1:1",0.00369102223735531,2.81216800757733e-28,1.69752827046698e-19
"TC6_dbb_hap3000123.hg.1:1",0.00369102223735531,2.81216800757733e-28,1.69752827046698e-19
"TC06001499.hg.1:1",0.00369102223735531,2.81216800757733e-28,1.69752827046698e-19
"JUC06021789.hg.1:1",0.00369414301487203,0.000406893999280745,0.00438505782942543
"TC01004818.hg.1:2",0.00369956318522308,3.36339035521032e-19,2.98174132425503e-16
"TC05000186.hg.1:1",0.00370205676245545,2.27499991934276e-23,8.89526741093507e-16
"TC03001112.hg.1:4",0.00371788561969121,2.63655368926218e-06,0.00190728857236081
"TC01002961.hg.1:1",0.00371788561969121,9.07592888552309e-35,1.38206663241809e-19
"TC14002339.hg.1:2",0.00372135333377302,4.62511576247859e-27,4.48923877045372e-12
"TC04000480.hg.1:2",0.00372238688205615,8.3533153949446e-12,6.45249486887489e-07
"TC01003801.hg.1:2",0.00372876825092729,2.54304360606967e-16,3.7531895459633e-13
"TC20000709.hg.1:1",0.00375006874155911,4.06135654886667e-19,1.04089212108675e-10
"TC15000045.hg.1:1",0.00375006874155911,1.37739141029135e-09,2.97603272894206e-06
"TC6_qbl_hap6000238.hg.1:5",0.00375006874155911,1.30377575603527e-12,3.05694071592968e-07
"TC02002039.hg.1:1",0.00375568697947205,2.15884628923569e-26,2.66821124469037e-15
"TC19001307.hg.1:1",0.00376056496610365,4.41254936875723e-18,3.62434393215715e-11
"TC04000695.hg.1:1",0.00376391436846979,8.84924160874395e-11,6.49663519347982e-06
"TC15002760.hg.1:1",0.00380240552813597,0.00347274470588044,0.00374423279986664
"TC17001370.hg.1:1",0.00380240552813597,1.61772190342016e-27,1.80712714695273e-17
"TC11001720.hg.1:3",0.00381536987716741,2.92197915399305e-17,1.45227945482158e-07
"TC19001386.hg.1:1",0.00381581293512452,2.30861945395198e-17,3.44401770423908e-12
"TC05000621.hg.1:1",0.00383733210270418,1.89592885394735e-12,3.47653550233154e-07
"TC04000075.hg.1:2",0.00383757747103879,2.11518526525958e-06,0.000331117785415806
"TC14002257.hg.1:1",0.00385068817296975,1.32684841728973e-24,2.95637240322907e-18
"TC14002223.hg.1:1",0.00385827659649812,2.04180535190814e-13,2.80652640347519e-15
"TC18000231.hg.1:1",0.00386928312772889,5.78183843243123e-18,1.25513657421919e-07
"TC6_ssto_hap7000115.hg.1:1",0.00386928312772889,1.21300159831791e-28,1.14475364994492e-19
"TC6_mcf_hap5000114.hg.1:1",0.00386928312772889,1.21300159831791e-28,1.14475364994492e-19
"TC06000115.hg.1:2",0.00389052386998936,1.49706218314276e-27,3.50806547051089e-15
"TC13000994.hg.1:1",0.00391611641651883,2.73667510002996e-19,5.27589816234577e-11
"TC0X000463.hg.1:1",0.00395307168478411,2.98971030083772e-27,3.07717952495327e-16
"TC01003154.hg.1:1",0.00396601392486219,8.47608966114206e-15,1.35571381891825e-11
"TC16000153.hg.1:1",0.0039889844612018,4.92837832186599e-15,1.18249991021956e-09
"2827992_st:1",0.00398927069143949,7.84285131058775e-12,2.60636153441775e-09
"TC05001545.hg.1:2",0.00400461215823304,4.55391294061713e-10,6.61379619925007e-05
"TC6_mann_hap4000112.hg.1:1",0.00400461215823304,6.15844959092954e-28,1.28992683583395e-19
"TC0X001889.hg.1:2",0.0040147363059371,1.1013971874638e-23,3.57498868764621e-08
"TC03002328.hg.1:2",0.00403237054447072,2.31417943560013e-05,0.000443272240835124
"TC19000583.hg.1:3",0.00404389760024328,4.16808272195477e-15,1.27489105119091e-08
"TC22001371.hg.1:1",0.00406785384289844,1.00622669541146e-08,0.00659168902844808
"TC12002240.hg.1:1",0.00407345935985248,8.44269632478675e-23,6.66044245606218e-07
"TC0X002069.hg.1:1",0.00407355201245585,1.12647912280199e-09,3.82534290120408e-07
"TC07001579.hg.1:1",0.00408612006738725,1.20889468987624e-09,0.000128800007815092
"2827996_st:1",0.00414002132097148,2.73420766991363e-11,8.90347038834604e-07
"TC03002104.hg.1:1",0.00414075832797565,4.98630959603544e-14,1.47696257799131e-11
"TC09001434.hg.1:1",0.00417397689514548,1.97833100003569e-42,1.33678759731633e-14
"TC18000343.hg.1:1",0.00417499255319063,8.41904316226407e-25,5.25794681307361e-14
"TC04002963.hg.1:1",0.00419910846347723,9.67214747117583e-11,0.000762054074397406
"TC12001329.hg.1:1",0.00420062501253599,1.88293200641515e-14,1.31808541758333e-08
"TC10000162.hg.1:1",0.00428871019145682,8.56333577130742e-11,2.14445353216902e-07
"TC09000268.hg.1:1",0.00429844459380637,2.5547940244566e-12,5.17782770640536e-06
"TC06000697.hg.1:2",0.00430125664544009,5.71555843973043e-41,1.76517506959957e-20
"TC14001098.hg.1:1",0.00430125664544009,8.39131461144942e-05,0.00156619650546494
"TC20000705.hg.1:1",0.00430286246812539,7.23807763805845e-22,5.64685427377886e-13
"TC6_cox_hap2000134.hg.1:1",0.00431168914336919,2.96443216406751e-27,1.66274936140388e-19
"TC13000192.hg.1:1",0.00431183553021044,2.18877338851687e-27,5.26891205640873e-18
"TC01004608.hg.1:1",0.00436617701321716,1.35564213514726e-09,0.00395864398399028
"TC14002247.hg.1:1",0.00437608752075402,1.99792693470269e-24,3.31498771656595e-20
"TC06002965.hg.1:3",0.00440463767005987,2.58995380537275e-15,2.04414623189234e-11
"TC01006094.hg.1:1",0.00441679007459352,2.09188585176545e-16,1.53145585836048e-13
"TC01004981.hg.1:1",0.00442007410310631,0.0163910718805322,0.00470104746689641
"TC14000972.hg.1:2",0.00442105587170999,1.38937720728069e-05,0.0201341085893642
"TC19000318.hg.1:1",0.0044303011197745,1.69318758672097e-29,5.23301236082539e-14
"TC06000358.hg.1:3",0.00446958001056928,3.58516312586976e-12,1.72663082500705e-05
"TC0X001677.hg.1:1",0.00449094275986336,0.000729403797986508,0.010235514204604
"TC07000516.hg.1:1",0.00449094275986336,6.98216874600482e-29,9.87950487915062e-11
"TC03001380.hg.1:1",0.00449409627691975,4.84674521743323e-23,1.91721378988908e-09
"TC12000830.hg.1:1",0.00450582759677543,1.56087374687583e-20,5.18639244419525e-15
"TC17001300.hg.1:2",0.0045083064939597,3.43816367728889e-07,0.000686554973977784
"TC07002620.hg.1:1",0.00452957031079311,1.1914851575093e-11,1.17061111221541e-05
"TC11001884.hg.1:3",0.00454224577215343,0.000969005778359494,0.000552284057456797
"TC09000550.hg.1:4",0.00454537718012718,1.41847866387762e-26,1.2577580106223e-20
"TC13000273.hg.1:2",0.00454858918764638,2.41582130266971e-09,6.57401842432916e-05
"TC11001479.hg.1:1",0.00456767415506993,7.18132155829134e-13,6.21645227132096e-07
"TC10000404.hg.1:1",0.0045678387482637,8.48721657734084e-16,5.52523606760309e-09
"TC10000962.hg.1:1",0.00457884705857504,6.51145693567319e-11,5.59660028294459e-06
"TC05002725.hg.1:1",0.00457884705857504,4.71495859081939e-06,0.00121525305124836
"TC11000092.hg.1:1",0.0045880696561315,3.23565214379832e-17,4.38994577062822e-10
"TC16000388.hg.1:1",0.00458915162313124,5.53767386252243e-25,1.27472276981859e-18
"TC17000954.hg.1:3",0.00458915162313124,1.18348219841229e-06,0.000883161814773307
"TC09000282.hg.1:1",0.00458915162313124,6.57913598660827e-16,7.70888162815483e-10
"TC09000257.hg.1:1",0.00458915162313124,6.57913598660827e-16,7.70888162815483e-10
"TC09001128.hg.1:1",0.00458915162313124,6.57913598660827e-16,7.70888162815483e-10
"TC09001131.hg.1:1",0.00458915162313124,6.57913598660827e-16,7.70888162815483e-10
"TC17000498.hg.1:1",0.00460397115047062,1.39175733545376e-14,5.10933037712396e-09
"TC02002541.hg.1:3",0.00462290452094838,0.000315497777384649,0.0109872607724545
"TC11000647.hg.1:2",0.00462290452094838,4.11728779423731e-31,2.46876472691459e-14
"TC17001856.hg.1:1",0.00463296759787632,3.23276554690614e-17,2.75069730571203e-09
"TC01006373.hg.1:1",0.00465688710081829,1.44140799596236e-08,0.000178814391575078
"TC19001241.hg.1:1",0.00467277062253346,3.67341593647467e-14,2.76033299922557e-07
"TC05000732.hg.1:5",0.00467277062253346,1.462797362316e-20,7.14151969773724e-08
"TC0X000359.hg.1:1",0.00467396611097533,1.87857294349428e-15,6.01215293647393e-09
"TC15002664.hg.1:2",0.00467396611097533,0.000280660352305448,0.00206090362282866
"TC07002879.hg.1:1",0.00467814405651208,1.66271361603105e-21,1.24854756990428e-14
"TC13000191.hg.1:1",0.00467814405651208,2.75557331508738e-13,2.83821164598788e-05
"TC09000654.hg.1:3",0.00468218137718409,2.94119186637903e-09,0.000517905219393335
"TC11001173.hg.1:2",0.00470737550347024,3.38031888261988e-19,1.52758603960198e-14
"TC01001139.hg.1:1",0.0047248780505026,2.25095071548809e-08,4.41606936194878e-07
"TC01006191.hg.1:1",0.00473757606897044,3.93216300273851e-08,2.91272367769451e-05
"TC14001263.hg.1:3",0.00475710491910077,3.97739830010098e-27,9.15212380377632e-20
"TC05000645.hg.1:1",0.00477302339080798,9.02019874924773e-12,1.38826446563833e-06
"TC03003212.hg.1:1",0.00479376687572431,3.68097281226208e-13,1.28701760511537e-07
"TC09001410.hg.1:1",0.00480317398750234,7.38849436794054e-16,5.66973688354129e-08
"TC10000695.hg.1:2",0.00484603983994732,9.14992748298219e-13,1.63540735567453e-08
"TC06000858.hg.1:1",0.0048483791442374,3.17644884062235e-14,1.34375047717988e-07
"TC19000608.hg.1:2",0.00484884121791528,2.04683191140608e-06,0.0322961293818447
"TC16001512.hg.1:1",0.00485625036967995,1.53392465906889e-23,5.05899781572521e-20
"TC12000492.hg.1:3",0.00486972980159213,9.18913631706265e-08,3.84614477641654e-05
"TC22000332.hg.1:2",0.00486972980159213,6.3318486902466e-10,5.02735764318168e-09
"TC10002646.hg.1:1",0.00488212461292977,6.56616821180335e-19,5.28084677392549e-12
"TC10001298.hg.1:1",0.00488212461292977,6.56616821180335e-19,5.28084677392549e-12
"TC01000520.hg.1:3",0.00490715308739091,2.54711919030055e-11,4.31968929067661e-05
"TC11002923.hg.1:1",0.00493716812295752,3.52426622452821e-27,3.82413369808148e-09
"TC12000496.hg.1:2",0.00493716812295752,2.86550197634082e-16,9.184107532029e-09
"TC20000372.hg.1:2",0.00494600486339897,1.77873545677343e-20,6.29694493051249e-19
"TC19000752.hg.1:3",0.00498024009983981,5.02063251030079e-31,2.11636209621445e-10
"TC0X001369.hg.1:1",0.00502490023352418,3.63850638633474e-27,9.92554476913563e-15
"TC07003357.hg.1:2",0.00506218110821612,1.66620161516992e-19,1.14242409045024e-11
"TC11000921.hg.1:2",0.00507331758037204,4.52476448597877e-16,2.06826040648883e-06
"TC01001733.hg.1:1",0.00507779585537521,0.0479874280620355,0.0100882226748121
"TC15002091.hg.1:1",0.00514215940911057,1.08926900883231e-09,2.36631751431769e-06
"TC19002308.hg.1:1",0.00515503112365509,4.99658941894177e-17,3.5701843474913e-06
"TC19001106.hg.1:1",0.00523069023871969,3.16948165211103e-17,2.36323207257691e-06
"TC21000039.hg.1:4",0.00526897815734398,4.1612275648832e-25,2.25445558583004e-15
"TC03001355.hg.1:1",0.00526897815734398,1.93959011313881e-27,3.84465437498197e-16
"TC17000525.hg.1:5",0.00528788642532455,2.51513173130151e-06,7.55561315902277e-05
"TC12001988.hg.1:3",0.00529170299872251,2.16202086400696e-07,0.000662323315004167
"TC06002373.hg.1:1",0.00530182013306839,6.74700145020804e-13,1.41094719888711e-08
"JUC04005592.hg.1:1",0.00533205110619034,1.33128589664257e-09,3.17374498834955e-07
"TC04000737.hg.1:1",0.00536491220994359,1.87629716072661e-15,1.14369646192092e-09
"TC10001673.hg.1:1",0.00538695412439835,1.13365013270289e-16,6.86300689640233e-08
"TC14002274.hg.1:1",0.0053955902215546,1.23779383651738e-23,2.89103149534763e-18
"TC03001883.hg.1:1",0.0053984432239204,5.01955979322779e-13,1.44050029736255e-06
"TC17001295.hg.1:2",0.0053984432239204,3.23619051574194e-24,7.88188311278954e-17
"TC01000955.hg.1:3",0.0053984432239204,5.35040153399613e-21,1.99807463999663e-13
"TC09000700.hg.1:1",0.0053984432239204,4.46184937753999e-06,0.00035281643079951
"TC14001434.hg.1:1",0.00540165653471861,1.9412654515061e-16,1.13884036815569e-06
"TC12001845.hg.1:1",0.00542408526041211,3.93051659077578e-21,3.17035595629729e-10
"TC20000657.hg.1:5",0.00542413491144985,1.02525240693281e-16,2.70028448556924e-10
"TC01002182.hg.1:1",0.00543127701694012,6.18849753357951e-16,1.09916093197939e-11
"TC02003815.hg.1:2",0.00543501015275337,2.51337821555923e-07,0.000676712018542444
"TC01000789.hg.1:1",0.00543644630338112,1.27274195434464e-11,2.45908334925974e-06
"TC0X001206.hg.1:1",0.00543644630338112,1.81141607220472e-12,2.25502443713456e-08
"TC0X001519.hg.1:4",0.00544327567466225,3.62106115368144e-12,1.89582000792737e-15
"PSR19027720.hg.1:1",0.00545860569956835,0.0262445094620754,0.0275479042308041
"TC20001446.hg.1:1",0.00546829207403277,9.06666570827033e-29,4.06079308725463e-22
"TC07000779.hg.1:1",0.00546829207403277,1.56377180293134e-13,4.74843689611662e-07
"TC19000416.hg.1:3",0.00549432249549386,5.65247104783411e-18,2.02286014457075e-10
"TC03001047.hg.1:2",0.00549672118902329,6.56163300592645e-13,4.19148667515487e-08
"TC14002294.hg.1:2",0.00550912792671172,6.49067338670542e-25,1.7253745487752e-16
"TC15001579.hg.1:2",0.00550912792671172,0.000152894453595781,0.000196691849968754
"TC19001163.hg.1:1",0.0055124975715118,4.0244990896977e-08,6.25114760458155e-05
"TC19002560.hg.1:1",0.0055124975715118,1.28147498324353e-12,1.02718117726441e-14
"PSR19027719.hg.1:1",0.0055124975715118,0.0166781277268447,0.0160398600526798
"TC22001468.hg.1:3",0.0055124975715118,1.82608273195153e-20,1.22863453057055e-12
"TC22000502.hg.1:2",0.00558364711969458,1.4821947376701e-16,5.26682674932345e-17
"TC09000128.hg.1:5",0.00559266482701845,1.37290267143598e-21,1.64929215291123e-10
"TCUn_gl000222000005.hg.1:1",0.00559870500188036,2.1082889950458e-12,6.91967005345756e-07
"TC09000178.hg.1:4",0.00561273437010229,1.1818645639067e-08,1.29339313281665e-05
"TC17000807.hg.1:2",0.00567402049978705,6.42191029815142e-28,1.02991416930956e-12
"TC14002192.hg.1:5",0.00567474896216327,5.1615616013714e-11,4.26620359875429e-07
"TC06001678.hg.1:1",0.00567474896216327,2.11978492266528e-13,2.79698430884498e-17
"TC04000030.hg.1:7",0.00567474896216327,1.31073066582546e-15,3.76204855430807e-07
"TC17001181.hg.1:3",0.00568303754189193,3.83407607305045e-15,4.20974649722258e-13
"TC03002693.hg.1:1",0.0057109506782846,0.000666252684395365,0.00600355696037248
"TC02003668.hg.1:1",0.00571920073504546,2.0834474596434e-16,1.9088724663319e-08
"TC17001671.hg.1:1",0.00571928043748428,4.4744570368241e-20,4.97491328975012e-17
"TC11001921.hg.1:1",0.00571928043748428,2.14948718504903e-21,1.06807597514215e-11
"TC09000998.hg.1:1",0.0057306824523534,1.15253535512022e-20,9.43340213154092e-11
"TC12000806.hg.1:1",0.0057306824523534,6.08850314834516e-12,1.54446942293412e-08
"TC04000389.hg.1:4",0.00580142823017293,7.74927430697843e-27,6.11480596920569e-18
"TC0X000665.hg.1:2",0.00581185371918024,6.46076461703032e-12,2.30348989373671e-10
"TC06002859.hg.1:1",0.00581376806146859,1.54210311936546e-20,9.43396826341075e-07
"TC01005362.hg.1:1",0.00585992231556353,4.62661272508436e-07,0.00272728052446516
"TC0X001834.hg.1:1",0.00589686387086341,8.04523681189001e-09,0.000340577913226971
"TC02002821.hg.1:1",0.00590802418185854,1.99652927288588e-26,1.65506775437429e-19
"TC01000531.hg.1:2",0.00592820194832087,4.64168462909997e-21,2.25502443713456e-08
"TC22000836.hg.1:3",0.00594953524931684,1.60371952154001e-23,7.16099780964646e-12
"TC01000024.hg.1:2",0.00596917099325317,3.77918202139679e-25,2.20270554762806e-09
"TC20000416.hg.1:1",0.00602614227707527,5.84118188471546e-13,1.30497990528987e-06
"TC07000267.hg.1:4",0.00602766478302313,1.37514154828913e-28,3.78728568955191e-20
"TC14002256.hg.1:1",0.00604636489001251,1.04241636608328e-22,2.47963481839839e-20
"PSR15022167.hg.1:1",0.00604636489001251,0.00105778497621072,0.00395291663736879
"PSR04010429.hg.1:1",0.00604636489001251,1.37724376347466e-09,7.08198460168941e-07
"TC11002205.hg.1:1",0.00606511512818129,1.42794988052211e-24,1.09297165915154e-08
"TC12000834.hg.1:3",0.00608014170764118,2.38984260735323e-13,4.32307858442327e-10
"TC11002538.hg.1:1",0.0061155441052965,4.81671565810952e-20,1.07557700574898e-14
"TC22000816.hg.1:1",0.00611909993314732,6.99532614441904e-23,2.36062355652971e-08
"TC12000606.hg.1:1",0.00614101897442049,0.00046460211076422,0.0022343077804632
"TC05000352.hg.1:1",0.00615594827717417,7.29616603081613e-24,1.75373073236402e-09
"TC19002480.hg.1:1",0.00615594827717417,7.54639638038736e-06,0.0012050010652629
"TC12001363.hg.1:1",0.00615594827717417,4.03125098566075e-17,3.02357478286005e-17
"TC19001067.hg.1:1",0.00616862078292283,2.44726486548999e-26,4.15888453971811e-20
"TC06002758.hg.1:1",0.00617923070852042,6.58276619246968e-34,2.25768082890067e-20
"TC05001023.hg.1:1",0.00618855468635258,6.99163653363098e-15,5.03310514216196e-13
"TC21000450.hg.1:1",0.00618855468635258,2.48064507529558e-06,0.0103780701983411
"TC01003653.hg.1:1",0.00618855468635258,0.00320493669228888,0.0211742866502885
"TC06000830.hg.1:2",0.00619466041777508,6.94920928717972e-14,1.35642302649305e-07
"TC04001419.hg.1:2",0.00619859702379596,4.13833384081254e-12,3.33328071083578e-08
"TC11000390.hg.1:2",0.00621610120401801,2.99820740019427e-14,1.40337298285487e-05
"TC01003383.hg.1:1",0.00621610120401801,3.87699629986544e-24,2.30060512786519e-15
"TC05002418.hg.1:1",0.00621610120401801,1.66659655775273e-09,2.67915872729041e-05
"TC05001937.hg.1:1",0.00622225707970703,1.31567936694573e-06,2.92407539136803e-05
"TC20000788.hg.1:4",0.00622635860562053,6.30660483322955e-15,5.54788343633957e-06
"TC03001194.hg.1:6",0.00623509088367443,0.00894542541825218,0.000819518228335254
"TC21000211.hg.1:1",0.00624023130033011,5.97134843287103e-18,5.57482203551714e-14
"TC06001427.hg.1:1",0.00626897186767083,4.87682911232559e-19,1.99383983064304e-13
"TC09001217.hg.1:1",0.00627758584117645,8.45769735743883e-20,1.79948677816292e-06
"TC04001308.hg.1:1",0.00627758584117645,3.17102649374004e-27,1.2749230891638e-18
"TC01003198.hg.1:4",0.00628768024400597,1.31366914084717e-23,7.49139381916756e-13
"TC04000169.hg.1:2",0.00629920911891978,4.74598022936226e-18,3.56707526231653e-07
"TC04001937.hg.1:1",0.00629920911891978,4.74598022936226e-18,3.56707526231653e-07
"TC22000107.hg.1:1",0.00631873249289096,3.42073079042339e-10,2.68017689205019e-08
"TC03001415.hg.1:2",0.00633007152832886,4.33905048946475e-13,6.03245765965023e-10
"TC16000442.hg.1:2",0.00633016237651972,3.92824121795387e-11,6.19964215259651e-06
"TC02000252.hg.1:1",0.00636028563376569,6.35784034268303e-13,3.50949217035059e-08
"TC15001271.hg.1:2",0.00639213351582991,2.33558023932602e-17,1.50940549715461e-11
"TC12002064.hg.1:1",0.0064340939972145,1.98188336437308e-06,0.000166184056244712
"TC12000425.hg.1:2",0.0064340939972145,1.08327913092278e-06,0.000939696998314992
"TC12002469.hg.1:1",0.00644863697400195,2.85393223436917e-07,0.000710461764332972
"TC05002419.hg.1:1",0.00649948024284046,3.49321054324287e-05,0.001271015684813
"TC12000790.hg.1:1",0.0065126194040033,2.92852904647083e-16,2.51822450874735e-08
"TC20000905.hg.1:2",0.00656856090296983,6.61378187082484e-11,9.80816464413901e-07
"TC19001304.hg.1:1",0.00659972386632731,1.1369585799428e-22,1.00647195874326e-14
"TC01002669.hg.1:4",0.00663553095800596,8.4061444932519e-11,7.25593695915968e-08
"TC03000743.hg.1:1",0.00664578137430705,2.43179160863064e-11,9.26480117037756e-12
"TC12000803.hg.1:2",0.00664578137430705,8.12210807609083e-21,6.219638437255e-16
"TC09000233.hg.1:1",0.00664578137430705,8.64310611460719e-12,2.21080119011514e-08
"TC02004901.hg.1:2",0.00667577007426779,2.28729713990807e-07,0.0207015319396398
"TC21000820.hg.1:1",0.00668178932674515,2.66269460371301e-08,1.51676872797985e-06
"TC07002041.hg.1:1",0.00669468130408087,3.4618598293266e-32,1.99337168371207e-15
"TC12000877.hg.1:2",0.00673173616296238,7.84349523692975e-32,6.05023734059254e-18
"TC6_ssto_hap7000188.hg.1:6",0.00675713909839377,2.8808047827495e-15,1.35207313148558e-08
"TC06004073.hg.1:6",0.00675713909839377,2.8808047827495e-15,1.35207313148558e-08
"TC6_cox_hap2000234.hg.1:6",0.00675713909839377,2.8808047827495e-15,1.35207313148558e-08
"TC05001172.hg.1:2",0.00679391348657097,2.53082463132737e-09,5.5160503043702e-07
"TC19002270.hg.1:1",0.00679518306168291,0.0167584795260535,0.0181489791597504
"TC05003354.hg.1:1",0.00682218842417352,3.87351263468909e-05,0.00925823107349374
"TC01003001.hg.1:1",0.00682218842417352,2.98448919255933e-13,6.02023879861781e-13
"TC0X001767.hg.1:1",0.00684642541485893,1.97673777217293e-15,2.79612221212714e-09
"TC02000510.hg.1:1",0.00686717503093687,1.15545322033679e-13,2.19114003907736e-07
"TC11002278.hg.1:1",0.00687423629276007,1.62842358491765e-15,5.54349796786896e-16
"TC12000304.hg.1:1",0.00688307177409129,2.12178824221769e-17,8.42382313326321e-09
"TC0X000220.hg.1:2",0.00689722716065858,7.19513315928925e-07,0.00106114420807564
"PSR06019576.hg.1:1",0.00689722716065858,0.000684616007637499,0.0106945982009491
"PSR19013249.hg.1:1",0.0069018130256633,0.011614049273752,0.0147177297175607
"TC01002849.hg.1:1",0.00690764107967156,1.40643556715259e-24,7.45990381110305e-17
"TC16001570.hg.1:3",0.00694348702224692,6.21264212790687e-25,1.30122775077663e-12
"TC0X001907.hg.1:2",0.00697497198385463,3.13949297159899e-21,6.99671162657288e-11
"TC12001613.hg.1:4",0.00697518906286428,5.94046810135294e-08,0.000514785400152044
"TC01004706.hg.1:3",0.00698011862263872,1.21161156117994e-11,4.05429620006862e-05
"TC01000564.hg.1:5",0.00704182059719526,0.000379051780461336,0.0123738566583778
"TC22000332.hg.1:4",0.00705908007296054,5.78230219589319e-06,0.000678594927859682
"TC10001642.hg.1:1",0.00712222649877134,1.83713877953931e-18,6.34446297486217e-10
"TC12002967.hg.1:1",0.00714256153008257,5.14199401820732e-15,8.54258874028094e-06
"TC06002311.hg.1:1",0.00724614555639506,9.76080837139733e-10,1.09096818782303e-05
"TC19000584.hg.1:2",0.00725783903043539,1.25765577120797e-10,0.000110162322430032
"PSR19013250.hg.1:1",0.0072635689603875,0.0228990951588619,0.0242900910689285
"TC03002894.hg.1:3",0.00727636534567437,1.87434023546007e-13,1.61922892967889e-07
"TC03000930.hg.1:4",0.00727636534567437,3.38708267243452e-14,8.03315750360042e-11
"TC03001177.hg.1:1",0.00727723101575,1.5729364588144e-13,5.54445891657175e-10
"TC0X000315.hg.1:1",0.00729261801100998,3.18666549783172e-14,3.98081082806065e-08
"TC01000109.hg.1:1",0.00729261801100998,3.76682498357788e-23,2.84827865142474e-09
"TC09000535.hg.1:3",0.00731746536737418,7.92597376153726e-19,6.79677157242062e-15
"TC16001434.hg.1:2",0.00732733826221301,2.88580927986301e-12,0.000108498253942509
"TC14000474.hg.1:2",0.00741771301618892,1.27975256816279e-23,6.61537688070481e-11
"TC22001467.hg.1:4",0.00742357638329278,7.85247621041319e-15,5.87126520155662e-12
"TC12000099.hg.1:4",0.00742597687326186,1.10018029644359e-13,7.87318805697092e-09
"TC13000096.hg.1:1",0.00743284698779439,4.83611366691603e-22,3.33981196969946e-12
"TC01006362.hg.1:1",0.00743820894005894,9.99049145784626e-25,1.43155182772672e-17
"TC14002252.hg.1:1",0.0074563741835207,8.56154531546861e-25,9.6709946507244e-20
"TC03003335.hg.1:4",0.00745650612631133,2.59124614462838e-07,1.20365444472487e-05
"TC08000225.hg.1:2",0.00746142383522343,1.12924225992336e-05,0.000243314403350406
"TC19000385.hg.1:1",0.00746910163269597,1.52954786315087e-10,1.91746802286136e-05
"TC14001246.hg.1:2",0.00751018353762424,1.0144988093608e-12,4.43588459161115e-07
"TC12001324.hg.1:2",0.00753309897994807,2.26277105186386e-16,5.29110477843046e-18
"TC0X000596.hg.1:4",0.00764367957360563,1.99577127668425e-10,1.18197807136111e-06
"TC12002064.hg.1:2",0.00766438919629447,8.8643363309288e-07,9.41014510812124e-05
"TC18000213.hg.1:2",0.0077017058460404,4.58184237968487e-28,6.5414451596033e-19
"TC05001905.hg.1:1",0.0077017058460404,3.88595662899669e-19,4.7038196604824e-12
"TC14001279.hg.1:1",0.00774764419522747,1.16122201049831e-06,0.00017147154087133
"TC12001307.hg.1:1",0.00775608374705466,3.40585855385849e-11,5.58818543813504e-16
"TC08002233.hg.1:1",0.00775916930947713,1.36044799413443e-21,2.96919999719403e-11
"TC02001118.hg.1:4",0.00781322235786462,1.13330865477596e-12,2.44886674551253e-08
"TC02001329.hg.1:2",0.0078422111040746,6.9915181023147e-17,1.55771265012567e-12
"TC07001772.hg.1:1",0.0078692343561958,8.57397432069641e-15,5.85356972747981e-09
"TC11001189.hg.1:1",0.00789682383317733,8.88843765338766e-14,1.45327844211171e-07
"TC07000641.hg.1:1",0.00789848992090002,1.23202744298976e-22,5.54723833285446e-13
"TC10000196.hg.1:2",0.00791470618719682,6.98758169366537e-08,1.09217769318219e-06
"TC02000704.hg.1:2",0.00795114108254271,7.53508427345198e-06,0.000334826559564494
"PSR04015451.hg.1:1",0.00801271187607239,0.000255548192098691,0.00535110990811128
"TC0X000924.hg.1:1",0.00804683628928727,8.08902829721267e-05,0.00284841279585154
"PSR0X012441.hg.1:1",0.00804683628928727,8.08902829721267e-05,0.00284841279585154
"PSR06019573.hg.1:1",0.00804683628928727,0.00149449793088577,0.0090153130237219
"TC17001687.hg.1:1",0.00804774406249041,2.15835245759767e-24,8.81874812101443e-18
"TC17002321.hg.1:1",0.00806889914611051,1.95503333036298e-07,0.000260011559483976
"TC15001666.hg.1:2",0.00807480838965502,4.2717337596277e-05,0.0232810874255537
"TC11002067.hg.1:1",0.00813077887661037,0.00229439828301326,0.00578752018741846
"TC22000265.hg.1:2",0.00813077887661037,1.90398498206215e-31,4.17443459682766e-18
"TC16000293.hg.1:2",0.00813077887661037,2.75735333689004e-08,2.21947649993904e-05
"TC02001645.hg.1:1",0.00814585072042332,1.65927836749505e-05,6.01006615633349e-06
"TC22000686.hg.1:1",0.00815856487183081,4.38912081301515e-18,4.17011728413793e-10
"PSR04015433.hg.1:1",0.0081905067844976,4.06598259685742e-06,0.000600034678985972
"TC16001253.hg.1:1",0.00822908702727338,5.42891200426851e-05,2.65129818839096e-05
"TC19000232.hg.1:1",0.00823760065685702,5.37463241348249e-22,7.98980645024129e-15
