"Gene","adj.P.Val","adj.P.Val.1","adj.P.Val.2"
"TC16001518.hg.1:1",0.00114957583659731,7.80458754588754e-26,7.98227079766753e-21
"TC07000593.hg.1:5",0.00116299472233531,2.21040862876176e-32,1.4297760425703e-16
"TC0Y000029.hg.1:2",0.00116781522673744,7.66861329091023e-10,2.98590949829844e-06
"TC01001510.hg.1:2",0.00117180737812721,2.25645119579775e-23,2.29640035596532e-09
"3530228_st:1",0.00117744195185279,0.00674829047724082,0.00309333292072359
"TC01001422.hg.1:3",0.00118239090772132,1.39305066838713e-20,2.24286129880624e-14
"TC02001248.hg.1:1",0.00118697517844217,2.7047307764627e-15,4.60688717213653e-08
"TC13000493.hg.1:2",0.00118697517844217,7.26628841874022e-07,6.47342345797099e-10
"TC04001719.hg.1:1",0.00118697517844217,3.57916432113977e-29,6.43190550100063e-16
"TC22000800.hg.1:1",0.00118898374218322,1.90456079343352e-24,6.05643758178394e-12
"TC02004984.hg.1:1",0.00119206978187321,6.77745334921e-29,5.87798728237532e-20
"TC13001176.hg.1:1",0.00119539104081407,7.87100127799415e-26,3.13588949856177e-10
"TC01000520.hg.1:2",0.00119539104081407,4.09267615102e-16,3.20830880117629e-09
"TC16001142.hg.1:2",0.00119539104081407,1.46303376900912e-13,3.17854558466387e-11
"TC12002386.hg.1:4",0.00119988525464253,0.000762607986611674,0.0435623520240433
"TC19001030.hg.1:1",0.00121235953133268,1.32504523948328e-14,1.90508172516828e-08
"TC01004671.hg.1:1",0.00121455981782028,1.48405113933106e-29,1.49597870649923e-20
"TC16000385.hg.1:1",0.00121599340276311,6.42996152991311e-27,2.14124990187574e-20
"TC14002255.hg.1:1",0.00122142222757569,1.89891374793696e-26,1.87110537601015e-21
"TC14002281.hg.1:1",0.00122505610487298,7.57293747138853e-31,1.20312190943149e-21
"TC05000861.hg.1:1",0.00123962871441023,5.69027980232372e-15,1.07681594443054e-07
"TC0X001315.hg.1:2",0.00123962871441023,7.4284921520309e-14,7.09715642343522e-08
"TC01002845.hg.1:1",0.00124759842855255,1.12024250669451e-31,8.52937323824429e-16
"TC06000169.hg.1:1",0.00125338532200651,2.72603280312512e-29,1.49597870649923e-20
"TC06000185.hg.1:1",0.00126394927850941,2.01938024534153e-31,1.73781175841042e-20
"TC22001500.hg.1:1",0.00127688224754086,3.52800950548444e-28,6.82423736502942e-16
"TC16000386.hg.1:1",0.00127688224754086,1.89891374793696e-26,2.73098636010689e-22
"TC01006304.hg.1:1",0.00127688224754086,5.47178473240493e-16,7.08619591152728e-07
"TC08000130.hg.1:1",0.00127688224754086,7.69977818102228e-26,6.13490604068869e-13
"TC16000862.hg.1:1",0.00127929614625759,2.5692290244618e-19,3.62148344517483e-07
"TC12001776.hg.1:2",0.00129434360578883,2.32612666040561e-16,4.19484936372035e-05
"TC03001860.hg.1:1",0.00129739864264264,7.68578979296369e-08,2.01485785296596e-05
"TC03002076.hg.1:1",0.00129739864264264,8.07662873246485e-18,1.76903298947411e-06
"TC02000983.hg.1:1",0.00129739864264264,1.06655093229848e-28,1.42208504439238e-16
"TC11002271.hg.1:1",0.00129831925141898,1.42499633131542e-24,2.36449552937619e-14
"TC04000480.hg.1:4",0.00129863463163519,2.42588006471203e-17,3.01170666095719e-08
"TC16001306.hg.1:1",0.00130075085176997,6.3578504314314e-20,1.53280444589817e-10
"TC15001548.hg.1:1",0.00130133576579718,4.9845788123926e-15,4.7814777947178e-08
"TC03002498.hg.1:2",0.00130953555365406,9.04217263450676e-26,2.95637240322907e-18
"JUC04005583.hg.1:1",0.00130953555365406,1.1687834097716e-08,1.41350804628759e-05
"TC15001347.hg.1:1",0.00131035563054568,9.24105259297985e-12,0.000111315770044654
"TC20000908.hg.1:1",0.00132638693008056,4.46509317627623e-27,1.84308712761024e-12
"TC01001046.hg.1:1",0.00134222878151892,5.86866367283034e-28,1.28758848351738e-17
"TC02001381.hg.1:3",0.00134813026564107,8.63278525239516e-25,1.86935025411151e-17
"TC08002382.hg.1:1",0.00134813026564107,1.3026424721064e-10,2.48995926952872e-06
"TC0X001627.hg.1:1",0.00134950074405451,2.60079848443162e-13,6.92351273755579e-08
"TC01001351.hg.1:2",0.00134950074405451,5.7805950438598e-16,1.24912546207622e-06
"TC14002280.hg.1:1",0.00135813540165621,7.0978969049626e-23,9.27897445143689e-20
"TC05001962.hg.1:1",0.00135813540165621,4.33703905367436e-23,3.71136065829271e-12
"TC21000307.hg.1:3",0.00137272402145187,3.1710864048667e-17,4.49308093961231e-09
"TC04001324.hg.1:1",0.00138302757360393,1.92897072820018e-15,2.83548985406579e-08
"TC22001003.hg.1:1",0.0013864358115975,4.38571366714096e-19,6.90066383412732e-16
"TC19001618.hg.1:7",0.0014031224046329,2.00289731819477e-06,0.00130833555701941
"TC22001001.hg.1:1",0.00140700750384997,1.59242610152746e-16,3.53060671606515e-11
"TC17001796.hg.1:1",0.00140700750384997,2.59388702139209e-12,1.65790599708084e-10
"TC05001837.hg.1:4",0.00140893128265403,3.20255682001158e-24,9.94740863295215e-19
"TC02000105.hg.1:2",0.00142003389520874,9.37573571105894e-09,8.30755802577180e-12
"TC01001458.hg.1:4",0.00142736786594608,5.87444403209763e-21,2.53446456087048e-17
"TC06002088.hg.1:2",0.00143441267898079,3.51613258402038e-13,4.24949419566521e-05
"TC15000868.hg.1:2",0.00143708172785725,3.16176014828003e-20,1.42481751298037e-16
"TC12000535.hg.1:4",0.00143724820282776,1.14984505990518e-12,1.02580271523531e-05
"TC11001355.hg.1:1",0.00143724820282776,3.62604347103791e-07,8.9568255415435e-08
"TC01003298.hg.1:3",0.00144108132093419,5.20620199991795e-20,1.16807210844845e-13
"TC03000637.hg.1:1",0.00144191869706007,2.89881630643765e-15,5.38060296078627e-08
"TC14000388.hg.1:2",0.00145121122501192,7.55529793025504e-23,7.97717010173306e-17
"TC07001137.hg.1:1",0.00145121122501192,1.22225601456209e-16,6.89071071258655e-11
"PSR02004945.hg.1:1",0.00146263503535664,1.08460131716261e-05,0.00626727636346364
"TC22000890.hg.1:1",0.00146789829579161,6.89678828039522e-13,6.73991809061696e-08
"TC02001320.hg.1:7",0.0014697811253449,3.4918206127789e-08,1.60566132037066e-09
"TC13001046.hg.1:1",0.0014697811253449,5.25827642469372e-30,1.76225684584245e-14
"TC07001551.hg.1:1",0.00147432540626183,8.68442167632306e-38,1.97436200419216e-21
"TC12001603.hg.1:1",0.00149418749190882,3.53374409786833e-17,4.64516829383242e-10
"TC01006303.hg.1:1",0.00150279242621486,8.50258146862874e-13,6.15198151482523e-05
"TC07001143.hg.1:2",0.00151078466568215,6.82707390975073e-23,5.24193010140227e-09
"TC11002077.hg.1:1",0.00151178202208118,2.47219248274908e-19,5.87255882592317e-11
"TC15000695.hg.1:3",0.00151572136591424,5.03010142034061e-25,4.52465487334225e-10
"TC14001352.hg.1:1",0.0015285304120475,5.47665794774112e-18,3.20875314589666e-10
"TC02001470.hg.1:2",0.00153255622015209,6.38300607179049e-19,1.43257836418419e-07
"TC06000015.hg.1:1",0.00153698667777319,1.2228405115038e-24,3.08769004617799e-10
"TC12001569.hg.1:1",0.0015616420374759,1.09867909399683e-12,2.31642408151831e-07
"TC02000582.hg.1:3",0.00156924939070116,3.16435596677622e-10,4.63162684885194e-06
"TC03001260.hg.1:1",0.0015708113119149,1.97046494159937e-24,4.33748520966456e-15
"TC03003133.hg.1:1",0.00158207701091033,1.76104557573735e-24,1.31623096172298e-13
"TC11001999.hg.1:1",0.00159048543192905,3.1866934069131e-32,1.43506127982404e-17
"TC14002192.hg.1:4",0.00160279888521963,1.3005177632443e-17,6.56858474859948e-16
"TC01001475.hg.1:1",0.00160946779617075,3.45375310310823e-26,1.51079537901338e-18
"TC09000015.hg.1:2",0.00160946779617075,1.06013357840559e-12,2.57783163091973e-05
"TC16000407.hg.1:1",0.00161589268997618,8.80079073609538e-16,3.31807143273828e-10
"PSR13010435.hg.1:1",0.00161589268997618,1.2608231250379e-13,7.59802460048431e-07
"TC06000162.hg.1:1",0.00162017338268102,4.78349942902559e-24,2.10254272835397e-16
"TC12001967.hg.1:1",0.00163143656826228,1.49945427234291e-18,4.11764956016736e-09
"TC01004687.hg.1:2",0.00164357788952053,6.34689155499098e-16,9.04602634268867e-09
"TC01004008.hg.1:1",0.00165165336089335,4.02560269575903e-18,2.14862069280315e-10
"TC19002062.hg.1:1",0.00165751632756104,1.23193891762603e-12,6.47761864382904e-06
"TC11001949.hg.1:1",0.00165751632756104,1.08245781886384e-14,2.18130393895288e-06
"TC17002040.hg.1:1",0.00166597785706068,5.21684807953473e-08,0.000139071981642947
"TC07002817.hg.1:1",0.0016792920355308,2.24694267899504e-12,8.53364888935083e-05
"TC11001115.hg.1:2",0.00169543006556473,2.16587046845507e-19,3.93014989057661e-12
"TC01005569.hg.1:1",0.0017079105492255,2.75179077200628e-18,2.54666614907763e-11
"TC06002353.hg.1:2",0.00172708819244909,8.64942281185627e-22,2.39924734493394e-17
"TC15001272.hg.1:1",0.00172708819244909,4.29992244519782e-14,1.06771889312073e-09
"TC16000396.hg.1:1",0.0017461053950544,1.10261475039608e-25,2.09639316314275e-19
"TC01001074.hg.1:2",0.0017461053950544,4.51573220808959e-16,3.62719705678765e-09
"TC05000896.hg.1:3",0.0017461053950544,1.10821448717729e-11,1.21419393467299e-06
"TC19000651.hg.1:4",0.0017475114692405,8.26378343201133e-13,1.90872774315113e-12
"TC11001720.hg.1:8",0.00175322044983999,4.44444299579884e-10,5.32405056031275e-10
"TC22000103.hg.1:2",0.00175322044983999,5.88153606946725e-28,3.35550738749272e-21
"TC06000163.hg.1:2",0.00176843723184108,4.13726488668814e-17,4.47481552432144e-10
"TC16000685.hg.1:1",0.00177804544069351,1.90364633191788e-10,0.000263056605212622
"TC10000096.hg.1:1",0.001779985918999,4.67877846999858e-21,7.53474516182715e-16
"TC04000748.hg.1:2",0.00179228118389127,5.10342400154594e-12,1.66908038131548e-08
"TC17001542.hg.1:1",0.00179228118389127,3.38502138756629e-22,1.51008601973044e-09
"TC14002263.hg.1:1",0.0017955407175962,7.87100127799415e-26,9.55392186584074e-20
"TC02003817.hg.1:1",0.00179825145739706,1.23820657530933e-09,4.25465327824119e-07
"TC09000755.hg.1:2",0.00179825145739706,1.23734115927e-21,8.51876565018997e-10
"TC10001636.hg.1:1",0.0018009639394168,6.84827950338821e-07,0.000147088557084962
"TC0X001043.hg.1:1",0.00180560633918773,4.94559248255851e-08,6.71036678374536e-06
"TC19000600.hg.1:3",0.00181401810835533,2.01759544211015e-13,3.1561543797774e-09
"TC07000665.hg.1:3",0.00183523948842842,3.17854064351744e-13,4.93137880735762e-07
"TC01003298.hg.1:1",0.00187296789807455,4.843189140554e-05,0.00420985789076825
"TC01001348.hg.1:2",0.00188587794804968,5.25687326594953e-34,1.97727308201193e-18
"TC19000406.hg.1:2",0.00188735058015499,1.9417061733644e-11,3.69550698427246e-05
"TC01003624.hg.1:1",0.00189348503199146,1.24365844973241e-09,6.40924589971707e-05
"PSR04010414.hg.1:1",0.00189727528358343,1.43173311734309e-10,2.54903442305746e-07
"TC01002179.hg.1:1",0.00190495939640012,1.22345288453613e-11,9.67078097604053e-07
"TC02003039.hg.1:2",0.00190495939640012,9.26049965817787e-25,4.57989371847167e-10
"TC19000066.hg.1:2",0.00191740127658152,5.99187203630558e-05,0.000475965244457465
"TC01001007.hg.1:1",0.00192358961991128,4.01131388417083e-19,6.49571362043184e-10
"TC06000365.hg.1:1",0.00192358961991128,3.258300934685e-13,4.52378470714543e-07
"TC21000762.hg.1:1",0.0019321925341279,1.95934192949915e-21,2.77082703242039e-16
"TC05003258.hg.1:2",0.00193649535256054,9.40499408639904e-06,1.06199446714124e-05
"TC05000566.hg.1:1",0.00194119985861185,3.19046564924023e-21,1.27655320717645e-13
"TC15001994.hg.1:1",0.00194119985861185,2.19359869235108e-21,1.18658785896403e-11
"TC0X001420.hg.1:1",0.00194704410418628,0.00126862145148652,0.00281252901597548
"TC02000987.hg.1:1",0.00196469419344637,9.65460765912798e-16,1.0018159388371e-07
"TC12002970.hg.1:1",0.00197568183894824,7.03398112753394e-11,1.36640226281025e-08
"TC01003188.hg.1:1",0.00200796768567159,4.76908401676449e-22,5.81175593761976e-15
"TC03000715.hg.1:2",0.00203393544095759,3.11230413670475e-23,7.84948172647461e-14
"TC12000985.hg.1:4",0.00205139040555511,4.462940389271e-19,9.13708025192467e-13
"TC03002496.hg.1:1",0.00207573091846653,5.1571717356543e-14,1.23210766505494e-07
"TC05001409.hg.1:1",0.00207628482886307,9.94065133997344e-30,7.14553620053729e-13
"TC04002114.hg.1:2",0.00207787374037482,1.05371787764284e-22,2.30606486529241e-13
"TC01005804.hg.1:2",0.00208142005257847,4.94129608510894e-27,2.51448261746367e-18
"TC03001431.hg.1:6",0.00208280229149207,5.17498705845332e-17,9.8861831712203e-08
"TC04001270.hg.1:1",0.00212177644837553,7.33079032301839e-27,8.92036249657303e-17
"TC01003187.hg.1:3",0.00212315230207746,5.66652077640316e-27,1.36892456544801e-16
"TC17001842.hg.1:1",0.00213625807467653,1.80591491073543e-17,1.75758241732263e-11
"TC14002265.hg.1:1",0.00213625807467653,1.79026997096066e-26,3.20713462562283e-20
"TC16001136.hg.1:1",0.00214393818605238,2.96142767203521e-28,4.24844601665489e-15
"TC01000846.hg.1:2",0.00214393818605238,5.10034039319308e-14,6.10217646101712e-07
"TC11001309.hg.1:1",0.0021732289579212,3.01392620635573e-33,2.39924734493394e-17
"TC05001608.hg.1:2",0.00218991847657276,1.29465852343597e-29,3.38250814846183e-16
"TC01002627.hg.1:1",0.00218991847657276,7.33334774978204e-33,1.02707948143749e-17
"TC09000509.hg.1:3",0.00220821093303472,4.1855673702328e-21,1.60151998137651e-15
"TC13000815.hg.1:1",0.00222016396818507,1.33600358844771e-20,4.20943193134532e-12
"PSR04010417.hg.1:1",0.00222170087391501,5.85251947607082e-12,9.4124877222402e-08
"TC05002326.hg.1:1",0.00223192397336779,0.000144902746910403,0.0170276315174372
"TC01001112.hg.1:3",0.00227314840706663,9.04862184183215e-10,1.23972980399877e-05
"TC04001373.hg.1:1",0.0022795793595672,1.62797125017975e-28,2.01876770128952e-16
"TC0M000026.hg.1:1",0.00228925503145088,8.66595093380742e-17,2.31467303437143e-10
"TC17001440.hg.1:1",0.00229139310468677,2.38035199319774e-23,1.01169118397206e-15
"TC15002245.hg.1:3",0.00229235176968236,9.47600529587917e-13,2.22169031351817e-09
"TC03001192.hg.1:2",0.00230083890606938,1.35651358814293e-27,2.5337523159075e-14
"TC16001357.hg.1:1",0.00231043319075046,1.88279392647087e-23,1.20750753293847e-14
"TC12001386.hg.1:1",0.0023160482410926,1.50800996216331e-25,8.71148659762547e-14
"TC02000073.hg.1:1",0.00236759522722124,1.39305066838713e-20,4.68212009399528e-14
"TC06004098.hg.1:5",0.00236935583005571,4.25778987964607e-30,6.37069737956792e-19
"TC12000163.hg.1:1",0.00239285103162187,4.15048959972215e-24,3.30669257918903e-07
"TC09000585.hg.1:3",0.00241648607409817,2.23452636766606e-22,5.63896675723541e-15
"TC15001585.hg.1:2",0.00242650594708645,1.4063984044774e-14,0.000290729297975037
"TC0X000705.hg.1:3",0.00244993565840358,8.59268000745366e-16,1.68195980004037e-06
"TC04000408.hg.1:2",0.00246286479569041,6.23476491544878e-15,5.24640064881493e-06
"TC19001101.hg.1:1",0.00246645260803643,3.35668151130844e-13,4.09075716480366e-09
"TC22001437.hg.1:1",0.00246736082542447,3.92342771543819e-19,8.70278573111435e-16
"TC17002512.hg.1:2",0.00246869038492702,4.52030685853108e-08,0.00144346124495594
"TC11001720.hg.1:7",0.00248156090936327,3.98796179931872e-05,0.000113210444069283
"TC01000999.hg.1:5",0.00252253910646273,3.02100533869296e-11,6.62479429533224e-07
"TC01003773.hg.1:1",0.00255639571644514,2.85491124866313e-32,2.59909092966411e-11
"TC03001301.hg.1:2",0.00255876520281233,7.56366219815412e-15,2.65388194431829e-07
"TC04002644.hg.1:1",0.00256399059402022,8.33916717751369e-15,2.6046139520566e-07
"TC07001779.hg.1:1",0.0025647964940452,1.33164919290958e-25,1.0294540023356e-18
"TC19000049.hg.1:5",0.00258905134683533,6.28384196257205e-08,0.00252623032682808
"TC04001030.hg.1:3",0.002593994238029,6.58433104142814e-11,1.04669739666689e-06
"TC0X000755.hg.1:1",0.00260267617968047,3.05396205467009e-23,8.54865303255257e-10
"TC20001195.hg.1:1",0.00260267617968047,2.67076682323273e-20,1.01612903928925e-13
"TC14000938.hg.1:1",0.00260622866911653,7.50012560023292e-13,2.98473618733564e-07
"JUC04005577.hg.1:1",0.00261068497436881,5.95800144171274e-11,5.48845151586883e-08
"TC01002260.hg.1:1",0.00261068497436881,1.43307646782845e-10,3.78789068372745e-05
"TC01002421.hg.1:1",0.00261068497436881,2.80574792274021e-08,0.000567687375443495
"TC07001181.hg.1:1",0.00261516283590329,3.27987635894352e-15,2.4191397618555e-06
"TC16001187.hg.1:1",0.0026237651224658,5.73399763305411e-12,0.00032854860864743
"TC11003370.hg.1:2",0.00262554961088022,1.81512720169998e-22,1.17770768275207e-09
"TC07001190.hg.1:1",0.0026367661198652,0.000168602147591169,0.000721515541813824
"TC01005250.hg.1:1",0.00264217507217908,4.24675391911169e-10,1.24073670473547e-05
"TC01003096.hg.1:3",0.00265091547842897,5.20141951178959e-11,2.69336638310627e-07
"TC01002984.hg.1:1",0.00265940593377605,1.61908628305423e-26,2.98590349940948e-14
"3149249_st:1",0.00266273819801314,0.0047333865709409,0.0294840843417933
"TC16000560.hg.1:1",0.00267029936154899,3.93370899491058e-14,2.11782831470648e-07
"TC20000281.hg.1:5",0.00268398698090098,8.15129866252159e-11,1.07686026206832e-05
"TC0X001488.hg.1:1",0.00268399625680502,2.25808894562827e-19,1.24822697615187e-10
"TC19001588.hg.1:3",0.00268399625680502,1.75852693426596e-14,3.62053093437364e-09
"TC0X000770.hg.1:3",0.00268399625680502,2.79205420243016e-21,2.80427321741077e-09
"TC01001896.hg.1:1",0.00268399625680502,9.55741152327063e-15,3.79557445869904e-08
"TC0X000939.hg.1:2",0.00268399625680502,2.45850577208194e-26,8.18566862845563e-17
"TC05001107.hg.1:4",0.00272493481035399,2.86548703877247e-23,3.99815353072903e-18
"TC17002907.hg.1:1",0.00272493481035399,4.09771540668343e-29,2.86855883596003e-18
"TC10002424.hg.1:2",0.00273932361937356,5.33599902154086e-30,1.22788626256107e-11
"TC04001140.hg.1:1",0.00274111728226245,1.3131409362339e-12,1.34494774258594e-09
"TC22000801.hg.1:2",0.00274179428746396,2.36840187123813e-07,1.47273542271961e-06
"2827995_st:1",0.00274179428746396,4.80425636610857e-12,4.07011873229082e-08
"TC01004781.hg.1:1",0.00274689581441155,7.26068366671366e-36,2.25768082890067e-20
"TC04001496.hg.1:1",0.00275853633365956,3.3487433111186e-22,7.61139895711674e-16
"TC11000482.hg.1:1",0.00275853633365956,2.59137988245253e-16,1.6597285334978e-14
"TC01005654.hg.1:1",0.00278186029667707,1.39848657789939e-05,0.00910981120068756
"TC12002837.hg.1:1",0.00278366418304533,2.79706151826572e-19,4.62008683435037e-12
"PSR04010419.hg.1:1",0.00279611724343129,9.0185031384944e-11,1.2301517279282e-07
"TC22000223.hg.1:6",0.00279611724343129,1.15970305421132e-24,3.93776391431174e-12
"TC10002945.hg.1:2",0.00279999858018038,1.55001271302265e-11,1.18535020433538e-07
"TC13001295.hg.1:1",0.00279999858018038,1.4821947376701e-16,9.81288196324636e-09
"TC01001635.hg.1:2",0.00282406473297876,8.59184200406553e-18,5.15998064231516e-07
"TC04001282.hg.1:1",0.00282406473297876,4.41122411314688e-37,2.40873899184351e-16
"TC02001374.hg.1:2",0.00283229784456795,9.29733845712794e-20,3.47651937558685e-10
"TC0Y000144.hg.1:3",0.00286911760805842,1.5518048588396e-08,0.0013062984206741
"TC06000173.hg.1:1",0.00287276524887431,1.37216497888129e-28,4.84073432143828e-18
"TC0M000011.hg.1:1",0.00287276524887431,3.67375942123601e-17,6.72120383196605e-10
"TC01002372.hg.1:1",0.00287276524887431,1.46275625529303e-26,9.6250570036261e-13
"TC22001418.hg.1:1",0.00287276524887431,5.44857116708783e-27,1.33844801495298e-15
"TC11003507.hg.1:1",0.00287276524887431,1.85694166936573e-23,4.95498242202694e-13
"TC22001447.hg.1:1",0.00287276524887431,9.58527045518971e-13,8.5224684807287e-09
"TC0X000658.hg.1:2",0.00290897374264604,8.2621404680233e-23,3.18617826596204e-08
"TC13000676.hg.1:1",0.00291441627187672,1.87629716072661e-15,1.2475662696936e-09
"TC03003348.hg.1:3",0.0029220870961496,7.16196548152601e-05,0.00100520764115069
"TC01003175.hg.1:1",0.00294830390819913,1.42109449626835e-08,2.4635488037922e-08
"TC12001625.hg.1:1",0.00294830390819913,1.18822336647796e-30,3.82179047290915e-14
"PSR02004958.hg.1:1",0.00295748967571261,6.89163596886654e-05,0.0113244909664502
"TC11000150.hg.1:2",0.00296933551187692,4.84396932824935e-20,4.25368670110743e-10
"TC16000211.hg.1:2",0.00297413637968436,1.84771256071526e-08,0.00101202400556449
"TC02001375.hg.1:1",0.00300167551783534,3.86037891008772e-21,1.20450725072853e-12
"TC6_qbl_hap6000124.hg.1:1",0.00301275594521635,1.55950246520368e-29,8.36475537668217e-20
